iter	RMSE
333	28738.56217
334	28594.86362
335	28486.56322
336	28441.2904
337	28350.7958
338	28276.1003
339	28210.71739
340	28115.83102
341	28086.21478
342	27999.67254
343	27937.30331
344	27863.99194
345	27759.41345
346	27690.94815
347	27624.99039
348	27583.0828
349	27525.47557
350	27496.09674
351	27405.0153
352	27325.47332
353	27309.96177
354	27251.11412
355	27221.33734
356	27160.70075
357	27113.68191
358	27026.43409
359	26944.14536
360	26887.27362
361	26852.96955
362	26828.59463
363	26737.0262
364	26733.24616
365	26665.41224
366	26579.84194
367	26575.73572
368	26537.06148
369	26383.11224
370	26340.3721
371	26270.03718
372	26153.58538
373	26084.52464
374	25988.86723
375	25939.30005
376	25855.37933
377	25769.48782
378	25712.63298
379	25621.7229
380	25543.7928
381	25475.6248
382	25421.14451
383	25369.57647
384	25325.75835
385	25266.08054
386	25222.64176
387	25168.95151
388	25080.34039
389	24996.40036
390	24927.81113
391	24924.08085
392	24889.71346
393	24830.69741
394	24819.80804
395	24714.44263
396	24705.97647
397	24616.42331
398	24550.33167
399	24488.05423
400	24403.11978
401	24354.26234
402	24305.18983
403	24254.71324
404	24203.74896
405	24164.94386
406	24099.95165
407	24026.79438
408	24017.90214
409	23992.27081
410	23887.21101
411	23859.78637
412	23834.05481
413	23776.67815
414	23693.3438
415	23660.3336
416	23643.83728
417	23606.27749
418	23554.35278
419	23514.17237
420	23457.89419
421	23403.80934
422	23350.96126
423	23294.6201
424	23257.3483
425	23180.45343
426	23114.74756
427	23068.89647
428	23007.81639
429	22964.93854
430	22880.59876
431	22823.30059
432	22770.23052
433	22719.28239
434	22670.82267
435	22634.8702
436	22542.42119
437	22489.2558
438	22436.70321
439	22394.71648
440	22338.87383
441	22306.9436
442	22257.10576
443	22254.73134
444	22209.21651
445	22185.49229
446	22157.62719
447	22103.48476
448	22073.31258
449	22004.02772
450	21953.85733
451	21848.92005
452	21815.32608
453	21767.3709
454	21723.81847
455	21671.07153
456	21638.62342
457	21536.32201
458	21485.90297
459	21404.5996
460	21364.22731
461	21325.10477
462	21291.57851
463	21260.4231
464	21209.61001
465	21148.42989
466	21089.81773
467	21051.97182
468	21006.18105
469	20907.42019
470	20880.17472
471	20855.41611
472	20821.02649
473	20757.79887
474	20701.10166
475	20617.86511
476	20573.6039
477	20549.38853
478	20513.15358
479	20454.11828
480	20435.03416
481	20395.45291
482	20351.74834
483	20286.40579
484	20230.71545
485	20170.54399
486	20140.25859
487	20100.88098
488	20047.27613
489	19978.59595
490	19929.75258
491	19866.10064
492	19838.87231
493	19832.62647
494	19777.99307
495	19691.19894
496	19649.01948
497	19626.08386
498	19574.25254
499	19539.7705
